﻿Título da Revista;ISSN;Homepage;Grande Area;Area do Conhecimento;Subárea do Conhecimento;Indexador;JIF;Quartil JCR;SJR;SJR Best Quartile;H index;Índice h5
ACADEMIA-REVISTA LATINOAMERICANA DE ADMINISTRACION;1012-8255;https://www.emerald.com/insight/publication/issn/1012-8255;Ciências Exatas e da Terra;Ciência da Computação;Ciência da Computação, Engenharia de Software;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACADEMIA-REVISTA%20LATINOAMERICANA%20DE%20ADMINISTRACION&btnG=
ACADEMIC EMERGENCY MEDICINE;1069-6563;https://onlinelibrary.wiley.com/journal/15532712;Outras / Não Classificado;Geral / Multidisciplinar;Ciência da Computação, Sistemas de Informação;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACADEMIC%20EMERGENCY%20MEDICINE&btnG=
ACADEMIC JOURNAL OF MODERN PHILOLOGY;2299-7164;http://www.wsf.edu.pl/74697.xml;Outras / Não Classificado;Geral / Multidisciplinar;Inteligência Artificial, Ciência da Computação, Ciência da Computação, Sistemas de Informação;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACADEMIC%20JOURNAL%20OF%20MODERN%20PHILOLOGY&btnG=
ACADEMIC MEDICINE;1040-2446;http://journals.lww.com/academicmedicine/pages/default.aspx;Outras / Não Classificado;Geral / Multidisciplinar;Inteligência Artificial, Ciência da Computação;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACADEMIC%20MEDICINE&btnG=
ACADEMIC PATHOLOGY;2374-2895;https://www.sciencedirect.com/journal/academic-pathology;Ciências Exatas e da Terra;Ciência da Computação;Ciência da Computação, Sistemas de Informação, Ciência da Computação, Engenharia de Software;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACADEMIC%20PATHOLOGY&btnG=
ACADEMIC PEDIATRICS;1876-2859;https://www.journals.elsevier.com/academic-pediatrics;Ciências Exatas e da Terra;Ciência da Computação;Ciência da Computação, Sistemas de Informação, Ciência da Computação, Engenharia de Software;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACADEMIC%20PEDIATRICS&btnG=
ACADEMIC PSYCHIATRY;1042-9670;https://link.springer.com/journal/40596;Ciências Exatas e da Terra;Ciência da Computação;Aplicada, Ciência da Computação, Engenharia de Software, Matemática;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACADEMIC%20PSYCHIATRY&btnG=
ACADEMIC RADIOLOGY;1076-6332;https://www.journals.elsevier.com/academic-radiology;Outras / Não Classificado;Geral / Multidisciplinar;Aplicada, Ciência da Computação, Aplicações Interdisciplinares, Matemática;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACADEMIC%20RADIOLOGY&btnG=
ACADEMY OF MANAGEMENT ANNALS;1941-6520;https://journals.aom.org/journal/annals;Ciências Exatas e da Terra;Ciência da Computação;Ciência da Computação, Sistemas de Informação, Ciência da Computação, Engenharia de Software, Ciência da Computação, Teoria e Métodos;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACADEMY%20OF%20MANAGEMENT%20ANNALS&btnG=
ACADEMY OF MANAGEMENT DISCOVERIES;2168-1007;http://www.amd.aom.org;Outras / Não Classificado;Geral / Multidisciplinar;Ciência da Computação, Sistemas de Informação;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACADEMY%20OF%20MANAGEMENT%20DISCOVERIES&btnG=
ACADEMY OF MANAGEMENT JOURNAL;0001-4273;http://aom.org/amj/;Ciências Exatas e da Terra;Ciência da Computação;Ciência da Computação, Engenharia de Software;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACADEMY%20OF%20MANAGEMENT%20JOURNAL&btnG=
ACADEMY OF MANAGEMENT LEARNING & EDUCATION;1537-260X;http://aom.org/amle/;Ciências Exatas e da Terra;Ciência da Computação;Ciência da Computação, Hardware e Arquitetura;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACADEMY%20OF%20MANAGEMENT%20LEARNING%20%26%20EDUCATION&btnG=
ACADEMY OF MANAGEMENT PERSPECTIVES;1558-9080;http://aom.org/amp/;Outras / Não Classificado;Geral / Multidisciplinar;Ciência da Computação, Sistemas de Informação, Telecomunicações;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACADEMY%20OF%20MANAGEMENT%20PERSPECTIVES&btnG=
ACADEMY OF MANAGEMENT REVIEW;0363-7425;http://aom.org/amr/;Ciências Exatas e da Terra;Ciência da Computação;Ciência da Computação, Engenharia de Software;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACADEMY%20OF%20MANAGEMENT%20REVIEW&btnG=
ACADEMY REVIEW;2074-5354;http://acadrev.duan.edu.ua/;Ciências Exatas e da Terra;Ciência da Computação;Ciência da Computação, Hardware e Arquitetura, Ciência da Computação, Engenharia de Software;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACADEMY%20REVIEW&btnG=
ACADIENSIS;0044-5851;http://www.lib.unb.ca/Texts/Acadiensis/;Ciências Exatas e da Terra;Ciência da Computação;Ciência da Computação, Sistemas de Informação, Ciência da Computação, Engenharia de Software;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACADIENSIS&btnG=
ACAROLOGIA;0044-586X;http://www1.montpellier.inra.fr/CBGP/acarologia/;Outras / Não Classificado;Geral / Multidisciplinar;Acústica;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACAROLOGIA&btnG=
ACCESS TO JUSTICE IN EASTERN EUROPE;2663-0575;http://ajee-journal.com;Outras / Não Classificado;Geral / Multidisciplinar;Acústica;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCESS%20TO%20JUSTICE%20IN%20EASTERN%20EUROPE&btnG=
ACCESS-ACCESS TO SCIENCE BUSINESS INNOVATION IN THE DIGITAL ECONOMY;2683-1007;https://journal.access-bg.org;Engenharias;Engenharia de Materiais e Metalúrgica;Elétrica e Eletrônica, Ciência dos Materiais, Engenharia, Multidisciplinar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCESS-ACCESS%20TO%20SCIENCE%20BUSINESS%20INNOVATION%20IN%20THE%20DIGITAL%20ECONOMY&btnG=
ACCIDENT ANALYSIS AND PREVENTION;0001-4575;http://www.sciencedirect.com/science/journal/00014575;Engenharias;Engenharia de Materiais e Metalúrgica;Multidisciplinar, Físico, Energia e Combustíveis, Ciência de Materiais, Química;Web of Science;5,5;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCIDENT%20ANALYSIS%20AND%20PREVENTION&btnG=
ACCION PSICOLOGICA;1578-908X;http://e-spacio.uned.es/revistasuned/index.php/accionpsicologica;Engenharias;Engenharia de Materiais e Metalúrgica;Multidisciplinar, Nanociência e Nanotecnologia, Ciência dos Materiais;Web of Science;8,2;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCION%20PSICOLOGICA&btnG=
ACCIONES E INVESTIGACIONES SOCIALES;1132-192X;http://sociales.unizar.es/ais/presentacion;Engenharias;Engenharia de Materiais e Metalúrgica;Multidisciplinar, Nanociência e Nanotecnologia, Ciência dos Materiais;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCIONES%20E%20INVESTIGACIONES%20SOCIALES&btnG=
ACCOUNTABILITY IN RESEARCH-ETHICS INTEGRITY AND POLICY;0898-9621;http://www.tandfonline.com/loi/gacr20;Engenharias;Engenharia de Materiais e Metalúrgica;Ciência dos Materiais, Multidisciplinar, Ciência dos Polímeros;Web of Science;4,7;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCOUNTABILITY%20IN%20RESEARCH-ETHICS%20INTEGRITY%20AND%20POLICY&btnG=
ACCOUNTING AND BUSINESS RESEARCH;0001-4788;https://www.tandfonline.com/toc/rabr20/current;Engenharias;Engenharia de Materiais e Metalúrgica;Biomateriais, Ciência dos Materiais;Web of Science;5,5;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCOUNTING%20AND%20BUSINESS%20RESEARCH&btnG=
ACCOUNTING AND FINANCE;0810-5391;https://onlinelibrary.wiley.com/journal/1467629X;Outras / Não Classificado;Geral / Multidisciplinar;Física, Química;Web of Science;13,1;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCOUNTING%20AND%20FINANCE&btnG=
ACCOUNTING AUDITING & ACCOUNTABILITY JOURNAL;1368-0668;http://www.emeraldinsight.com/info/journals/aaaj/aaaj.jsp;Outras / Não Classificado;Geral / Multidisciplinar;Multidisciplinar, Química;Web of Science;10,4;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCOUNTING%20AUDITING%20%26%20ACCOUNTABILITY%20JOURNAL&btnG=
ACCOUNTING ECONOMICS AND LAW-A CONVIVIUM;2194-6051;http://www.degruyter.com/view/j/ael;Ciências Biológicas;Biologia Geral;Bioquímica e Biologia Molecular;Web of Science;3,8;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCOUNTING%20ECONOMICS%20AND%20LAW-A%20CONVIVIUM&btnG=
ACCOUNTING EDUCATION;0963-9284;https://www.tandfonline.com/toc/raed20/current;Ciências Biológicas;Biologia Geral;Bioquímica e Biologia Molecular, Química Medicinal, Neurociências;Web of Science;3,9;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCOUNTING%20EDUCATION&btnG=
ACCOUNTING FORUM;0155-9982;https://www.tandfonline.com/toc/racc20/current;Outras / Não Classificado;Geral / Multidisciplinar;Multidisciplinar, Geoquímica e Geofísica, Química;Web of Science;2,9;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCOUNTING%20FORUM&btnG=
ACCOUNTING HISTORIANS JOURNAL;0148-4184;http://aaahq.org/AAH/Journal/Accounting-Historians-Journal;Engenharias;Engenharia de Materiais e Metalúrgica;Multidisciplinar, Física, Eletroquímica, Energia e Combustíveis, Nanociência e Nanotecnologia, Ciência dos Materiais, Química;Web of Science;18,2;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCOUNTING%20HISTORIANS%20JOURNAL&btnG=
ACCOUNTING HISTORY;1032-3732;http://ach.sagepub.com/;Ciências da Saúde;Medicina;Medicinais, Doenças Infecciosas, Química;Web of Science;3,8;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCOUNTING%20HISTORY&btnG=
ACCOUNTING HISTORY REVIEW;2155-2851;https://www.tandfonline.com/toc/rabf21/current;Outras / Não Classificado;Geral / Multidisciplinar;Ciência dos Polímeros;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCOUNTING%20HISTORY%20REVIEW&btnG=
ACCOUNTING HORIZONS;0888-7993;http://aaahq.org/ic/browse.htm;Engenharias;Engenharia de Materiais e Metalúrgica;Ciência dos Materiais, Multidisciplinar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCOUNTING%20HORIZONS&btnG=
ACCOUNTING IN EUROPE;1744-9480;https://www.tandfonline.com/toc/raie20/current;Ciências da Saúde;Medicina;Medicinal, Química;Web of Science;4;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCOUNTING%20IN%20EUROPE&btnG=
ACCOUNTING ORGANIZATIONS AND SOCIETY;0361-3682;https://www.journals.elsevier.com/accounting-organizations-and-society;Outras / Não Classificado;Geral / Multidisciplinar;Ciências do Esporte;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCOUNTING%20ORGANIZATIONS%20AND%20SOCIETY&btnG=
ACCOUNTING PERSPECTIVES;1911-382X;https://onlinelibrary.wiley.com/journal/19113838;Engenharias;Engenharia de Materiais e Metalúrgica;Multidisciplinar, Química, Física, Nanociência e Nanotecnologia, Ciência dos Materiais, Química;Web of Science;16;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCOUNTING%20PERSPECTIVES&btnG=
ACCOUNTING RESEARCH JOURNAL;1030-9616;http://www.emeraldinsight.com/journals.htm?issn=1030-9616;Outras / Não Classificado;Geral / Multidisciplinar;Multidisciplinar, Química;Web of Science;4,3;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCOUNTING%20RESEARCH%20JOURNAL&btnG=
ACCOUNTING REVIEW;0001-4826;http://aaahq.org/pubs/acctrev.htm;Engenharias;Engenharia de Materiais e Metalúrgica;Aplicada, Física, Matéria Condensada, Multidisciplinar, Óptica, Física, Nanociência e Nanotecnologia, Ciência dos Materiais;Web of Science;6,7;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCOUNTING%20REVIEW&btnG=
ACCOUNTS OF CHEMICAL RESEARCH;0001-4842;http://pubs.acs.org/journal/achre4;Outras / Não Classificado;Geral / Multidisciplinar;Analítica, Nanociência e Nanotecnologia, Multidisciplinar, Química;Web of Science;9,1;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCOUNTS%20OF%20CHEMICAL%20RESEARCH&btnG=
ACCOUNTS OF MATERIALS RESEARCH;2643-6728;https://pubs.acs.org/journal/amrcda;Outras / Não Classificado;Geral / Multidisciplinar;Química, Multidisciplinar, Ciência e Tecnologia Verde e Sustentável, Engenharia Química;Web of Science;7,3;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCOUNTS%20OF%20MATERIALS%20RESEARCH&btnG=
ACCREDITATION AND QUALITY ASSURANCE;0949-1775;https://www.springer.com/journal/769;Outras / Não Classificado;Geral / Multidisciplinar;Métodos de pesquisa bioquímica;Web of Science;3,9;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACCREDITATION%20AND%20QUALITY%20ASSURANCE&btnG=
ACDI Anuario Colombiano de Derecho Internacional;2027-1131;http://revistas.urosario.edu.co/index.php/acdi;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Sociais;Scopus;0,3;Q3;0,117;Q4;5.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACDI%20Anuario%20Colombiano%20de%20Derecho%20Internacional&btnG=
ACE-ARCHITECTURE CITY AND ENVIRONMENT;1886-4805;https://revistes.upc.edu/index.php/ACE/index;Outras / Não Classificado;Geral / Multidisciplinar;Acústica;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACE-ARCHITECTURE%20CITY%20AND%20ENVIRONMENT&btnG=
ACERVO;0102-700X;http://revista.arquivonacional.gov.br/;Ciências Exatas e da Terra;Oceanografia;Biologia Marinha e de Água Doce, Oceanografia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACERVO&btnG=
ACG CASE REPORTS JOURNAL;2326-3253;https://journals.lww.com/acgcr/pages/default.aspx;Ciências Agrárias;Agronomia;Agricultura, Laticínios e Zootecnia;Web of Science;0,9;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACG%20CASE%20REPORTS%20JOURNAL&btnG=
ACI MATERIALS JOURNAL;0889-325X;http://books.google.com/books?id=yvBVAAAAMAAJ;Ciências Agrárias;Agronomia;Agronomia, Ciência do Solo;Web of Science;1,8;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACI%20MATERIALS%20JOURNAL&btnG=
ACI Materials Journal;0889-325X;http://books.google.com/books?id=yvBVAAAAMAAJ;Engenharias;Engenharia de Materiais e Metalúrgica;Ciência dos Materiais, Engenharia;Scopus;1,6;Q3;0,459;Q2;122.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACI%20Materials%20Journal&btnG=
ACI STRUCTURAL JOURNAL;0889-3241;http://www.concrete.org/PUBS/JOURNALS/SJHOME.ASP;Ciências Agrárias;Ciência e Tecnologia de Alimentos;Ciência e Tecnologia de Alimentos, Nutrição e Dietética;Web of Science;1;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACI%20STRUCTURAL%20JOURNAL&btnG=
ACI Structural Journal;0889-3241;http://www.concrete.org/PUBS/JOURNALS/SJHOME.ASP;Outras / Não Classificado;Geral / Multidisciplinar;Engenharia;Scopus;1,5;Q3;0,695;Q1;150.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACI%20Structural%20Journal&btnG=
ACM COMMUNICATIONS IN COMPUTER ALGEBRA;1932-2232;http://portal.acm.org/toc.cfm?id=J1000&type=periodical&coll=ACM&dl=ACM&CFID=65610192&CFTOKEN=19363054;Ciências Biológicas;Zoologia;Ciências Vegetais, Ecologia, Zoologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20COMMUNICATIONS%20IN%20COMPUTER%20ALGEBRA&btnG=
ACM COMPUTING SURVEYS;0360-0300;http://csur.acm.org/;Outras / Não Classificado;Geral / Multidisciplinar;Anestesiologia;Web of Science;2;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20COMPUTING%20SURVEYS&btnG=
ACM Communications in Computer Algebra;1932-2232;http://portal.acm.org/toc.cfm?id=J1000&type=periodical&coll=ACM&dl=ACM&CFID=65610192&CFTOKEN=19363054;Outras / Não Classificado;Geral / Multidisciplinar;Ciência da Computação, Matemática;Scopus;0,5;Q4;0,286;Q3;13.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20Communications%20in%20Computer%20Algebra&btnG=
ACM Computing Surveys;0360-0300;http://csur.acm.org/;Outras / Não Classificado;Geral / Multidisciplinar;Ciência da Computação, Matemática;Scopus;28;Q1;5,985;Q1;260.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20Computing%20Surveys&btnG=
ACM Inroads;2153-2184;http://portal.acm.org/browse_dl.cfm?linked=1&part=magazine&idx=J1268&coll=portal&dl=ACM&CFID=77578246&CFTOKEN=38064848&dl=ACM;Outras / Não Classificado;Geral / Multidisciplinar;Ciência da Computação, Ciências Sociais;Scopus;-;-;0,234;Q3;33.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20Inroads&btnG=
ACM JOURNAL OF DATA AND INFORMATION QUALITY;1936-1955;https://dl.acm.org/loi/jdiq;Outras / Não Classificado;Geral / Multidisciplinar;Matemática Aplicada;Web of Science;1;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20JOURNAL%20OF%20DATA%20AND%20INFORMATION%20QUALITY&btnG=
ACM JOURNAL ON COMPUTING AND CULTURAL HERITAGE;1556-4673;http://rzblx1.uni-regensburg.de/ezeit/warpto.phtml?colors=7&jour_id=108409;Engenharias;Engenharia Aeroespacial;Aeroespacial, Engenharia, Matemática;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20JOURNAL%20ON%20COMPUTING%20AND%20CULTURAL%20HERITAGE&btnG=
ACM JOURNAL ON EMERGING TECHNOLOGIES IN COMPUTING SYSTEMS;1550-4832;http://www.acm.org;Ciências Exatas e da Terra;Astronomia;Astronomia e Astrofísica;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20JOURNAL%20ON%20EMERGING%20TECHNOLOGIES%20IN%20COMPUTING%20SYSTEMS&btnG=
ACM Journal of Experimental Algorithmics;1084-6654;http://dl.acm.org/jea/;Ciências Exatas e da Terra;Matemática;Matemática;Scopus;-;-;0,531;Q2;44.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20Journal%20of%20Experimental%20Algorithmics&btnG=
ACM Journal on Emerging Technologies in Computing Systems;1550-4832;http://www.acm.org;Engenharias;Engenharia de Materiais e Metalúrgica;Ciência da Computação, Ciência dos Materiais, Engenharia;Scopus;2,6;Q2;0,726;Q2;53.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20Journal%20on%20Emerging%20Technologies%20in%20Computing%20Systems&btnG=
ACM SIGCOMM COMPUTER COMMUNICATION REVIEW;0146-4833;http://portal.acm.org/browse_dl.cfm?idx=j101;Ciências Biológicas;Biologia Geral;Bioquímica e Biologia Molecular, Biofísica;Web of Science;3,4;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20SIGCOMM%20COMPUTER%20COMMUNICATION%20REVIEW&btnG=
ACM SIGECOM EXCHANGES;1551-9031;http://www.acm.org/sigs/sigecom/exchanges/;Ciências Biológicas;Biologia Geral;Bioquímica e Biologia Molecular;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20SIGECOM%20EXCHANGES&btnG=
ACM TRANSACTIONS ON ACCESSIBLE COMPUTING;1936-7228;http://rzblx1.uni-regensburg.de/ezeit/warpto.phtml?colors=7&jour_id=108510;Outras / Não Classificado;Geral / Multidisciplinar;Ética médica;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20TRANSACTIONS%20ON%20ACCESSIBLE%20COMPUTING&btnG=
ACM TRANSACTIONS ON ALGORITHMS;1549-6325;http://talg.acm.org;Ciências Biológicas;Zoologia;Ciências Vegetais, Zoologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20TRANSACTIONS%20ON%20ALGORITHMS&btnG=
ACM TRANSACTIONS ON APPLIED PERCEPTION;1544-3558;http://tap.acm.org;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Vegetais;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20TRANSACTIONS%20ON%20APPLIED%20PERCEPTION&btnG=
ACM TRANSACTIONS ON ARCHITECTURE AND CODE OPTIMIZATION;1544-3566;https://dl.acm.org/journal/taco;Engenharias;Engenharia de Materiais e Metalúrgica;Biomateriais, Biomedicina, Ciência dos Materiais, Engenharia;Web of Science;9,6;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20TRANSACTIONS%20ON%20ARCHITECTURE%20AND%20CODE%20OPTIMIZATION&btnG=
ACM TRANSACTIONS ON ASIAN AND LOW-RESOURCE LANGUAGE INFORMATION PROCESSING;2375-4699;https://tallip.acm.org;Outras / Não Classificado;Geral / Multidisciplinar;Tecnologia de Laboratório Médico;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20TRANSACTIONS%20ON%20ASIAN%20AND%20LOW-RESOURCE%20LANGUAGE%20INFORMATION%20PROCESSING&btnG=
ACM TRANSACTIONS ON AUTONOMOUS AND ADAPTIVE SYSTEMS;1556-4665;http://www.acm.org/pubs/taas;Ciências Biológicas;Biologia Geral;Biologia Matemática e Computacional;Web of Science;1,5;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20TRANSACTIONS%20ON%20AUTONOMOUS%20AND%20ADAPTIVE%20SYSTEMS&btnG=
ACM TRANSACTIONS ON COMPUTATION THEORY;1942-3454;http://portal.acm.org/toc.cfm?id=1490270;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Vegetais;Web of Science;1,1;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20TRANSACTIONS%20ON%20COMPUTATION%20THEORY&btnG=
ACM TRANSACTIONS ON COMPUTATIONAL LOGIC;1529-3785;http://tocl.acm.org;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Vegetais;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20TRANSACTIONS%20ON%20COMPUTATIONAL%20LOGIC&btnG=
ACM TRANSACTIONS ON COMPUTER SYSTEMS;0734-2071;http://tocs.acm.org;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Vegetais;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20TRANSACTIONS%20ON%20COMPUTER%20SYSTEMS&btnG=
ACM TRANSACTIONS ON COMPUTER-HUMAN INTERACTION;1073-0516;http://tochi.acm.org/;Outras / Não Classificado;Geral / Multidisciplinar;Sistema Cardíaco e Cardiovascular;Web of Science;2,5;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20TRANSACTIONS%20ON%20COMPUTER-HUMAN%20INTERACTION&btnG=
ACM TRANSACTIONS ON COMPUTING EDUCATION;1946-6226;;Outras / Não Classificado;Geral / Multidisciplinar;Sistema Cardíaco e Cardiovascular;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ACM%20TRANSACTIONS%20ON%20COMPUTING%20EDUCATION&btnG=
