Título da Revista;ISSN;Homepage;Aims and Scope;Aims and Scope (translate);Grande Area;Area do Conhecimento;Subárea do Conhecimento;Indexador;JIF;Quartil JCR;SJR;SJR Best Quartile;H index;Índice h5
Journal of Heritage Tourism;1743-873X;https://www.tandfonline.com/toc/rjht20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Gestão e Contabilidade, Negócios;Scopus;2,2;Q2;0,861;Q1;55.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Heritage%20Tourism&btnG=
Journal of Hindu Studies;1756-4263;http://jhs.oxfordjournals.org/;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,2;-;0,187;Q2;12.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Hindu%20Studies&btnG=
Journal of Historical Geography;1095-8614;https://www.journals.elsevier.com/journal-of-historical-geography;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;1,1;Q1;0,387;Q1;52.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Historical%20Geography&btnG=
Journal of History;2818-808X;http://www.utpjournals.com/Canadian-Journal-of-History;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,4;Q2;-;-;0.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20History&btnG=
Journal of Holocaust Research;2578-5656;https://www.tandfonline.com/toc/rdap21/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,318;Q1;8.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Holocaust%20Research&btnG=
Journal of Holy Land and Palestine Studies;2054-1996;http://www.euppublishing.com/journal/hls;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,4;-;0,14;Q2;13.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Holy%20Land%20and%20Palestine%20Studies&btnG=
Journal of Human Rights Practice;1757-9619;http://jhrp.oxfordjournals.org;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;1;Q2;0,587;Q1;30.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Human%20Rights%20Practice&btnG=
Journal of Iberian Women Writers/Revista de Escritoras Ibericas;2340-9029;http://revistas.uned.es/index.php/REI;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,134;Q2;4.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Iberian%20Women%20Writers/Revista%20de%20Escritoras%20Ibericas&btnG=
Journal of Iberian and Latin American Research;2151-9668;https://www.tandfonline.com/toc/cjil20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,3;-;0,134;Q2;13.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Iberian%20and%20Latin%20American%20Research&btnG=
Journal of Iberian and Latin American Studies;1470-1847;https://www.tandfonline.com/toc/cjil20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,3;-;0,277;Q1;6.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Iberian%20and%20Latin%20American%20Studies&btnG=
Journal of Imperial and Commonwealth History;1743-9329;http://www.tandfonline.com/action/journalInformation?journalCode=fich20;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,5;Q1;0,436;Q1;38.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Imperial%20and%20Commonwealth%20History&btnG=
Journal of Information Ethics;1061-9321;http://icie.zkm.de/publications/journals/ie;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,142;Q3;13.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Information%20Ethics&btnG=
Journal of Information, Communication and Ethics in Society;1758-8871;http://info.emeraldinsight.com/products/journals/journals.htm?id=jices;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciência da Computação, Ciências Sociais;Scopus;1,9;Q2;0,734;Q1;36.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Information%2C%20Communication%20and%20Ethics%20in%20Society&btnG=
Journal of Inklings Studies;2045-8797;https://www.euppublishing.com/loi/ink;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;-;-;0,101;Q4;4.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Inklings%20Studies&btnG=
Journal of Intellectual Property;1559-9493;http://www.heinonline.org/HOL/Index?index=journals/jointpro&collection=journals;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,103;Q4;8.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Intellectual%20Property&btnG=
Journal of Intelligence History;1616-1262;https://www.tandfonline.com/toc/rjih20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,174;Q2;7.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Intelligence%20History&btnG=
Journal of Intercultural Studies;0725-6868;https://www.tandfonline.com/toc/cjis20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;1,3;Q3;0,363;Q1;50.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Intercultural%20Studies&btnG=
Journal of Interdisciplinary History;0022-1953;http://www.mitpressjournals.org/loi/jinh;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;1,2;Q1;0,236;Q1;41.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Interdisciplinary%20History&btnG=
Journal of Interdisciplinary Voice Studies;2057-035X;http://www.intellectbooks.co.uk/journals/view-Journal,id=248;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,147;Q2;5.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Interdisciplinary%20Voice%20Studies&btnG=
Journal of Interior Design;1071-7641;https://journals.sagepub.com/home/idxa;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;1,2;-;0,307;Q1;22.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Interior%20Design&btnG=
Journal of Islamic Architecture;2356-4644;http://islamicarchitecture.wordpress.com;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais, Engenharia;Scopus;-;-;0,274;Q1;8.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Islamic%20Architecture&btnG=
Journal of Islamic Manuscripts;1878-4631;http://www.brill.nl/jim;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,3;-;0,206;Q1;10.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Islamic%20Manuscripts&btnG=
Journal of Islamic Studies;0955-2340;http://jis.oxfordjournals.org/;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,129;Q2;19.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Islamic%20Studies&btnG=
Journal of Island and Coastal Archaeology;1556-1828;https://www.tandfonline.com/toc/uica20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciência Ambiental, Ciências Sociais, Ciências da Terra e Planetárias;Scopus;1;-;0,658;Q1;40.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Island%20and%20Coastal%20Archaeology&btnG=
Journal of Israeli History;1744-0548;https://www.tandfonline.com/toc/fjih20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,3;Q2;0,117;Q3;16.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Israeli%20History&btnG=
Journal of Italian Cinema and Media Studies;2047-7376;http://www.intellectbooks.co.uk/journals/view-Journal,id=215/;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,2;-;0,141;Q2;8.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Italian%20Cinema%20and%20Media%20Studies&btnG=
Journal of Japanese and Korean Cinema;1756-4913;https://www.tandfonline.com/toc/rjkc20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,143;Q2;9.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Japanese%20and%20Korean%20Cinema&btnG=
Journal of Japonisme;2405-4984;http://booksandjournals.brillonline.com/content/journals/24054992;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;-;-;0,102;Q4;3.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Japonisme&btnG=
Journal of Jewish Education;1524-4113;https://www.tandfonline.com/toc/ujje20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,4;Q4;0,198;Q2;15.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Jewish%20Education&btnG=
Journal of Jewish Identities;1939-7941;http://muse.jhu.edu/journals/journal_of_jewish_identities;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;-;-;0,12;Q2;3.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Jewish%20Identities&btnG=
Journal of Jewish Languages;2213-4638;http://booksandjournals.brillonline.com/content/journals/22134638;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,4;-;0,109;Q3;8.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Jewish%20Languages&btnG=
Journal of Jewish Studies;2056-6689;http://www.jjs-online.net;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,3;-;0,13;Q2;20.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Jewish%20Studies&btnG=
Journal of Jewish Thought and Philosophy;1053-699X;http://www.ingentaconnect.com/content/brill/gjtp;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,5;-;0,146;Q2;13.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Jewish%20Thought%20and%20Philosophy&btnG=
Journal of Korean Religions;2093-7288;http://muse.jhu.edu/journals/jkr;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,1;-;0,202;Q2;8.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Korean%20Religions&btnG=
Journal of Language Teaching and Research;1798-4769;http://ojs.academypublisher.com/index.php/jltr/index;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,367;Q1;28.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Language%20Teaching%20and%20Research&btnG=
Journal of Language and Politics;1569-9862;;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;1,6;Q2;0,773;Q1;45.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Language%20and%20Politics&btnG=
Journal of Language, Literature and Culture;2051-2864;https://www.tandfonline.com/toc/yjli20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,2;-;0,123;Q2;5.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Language%2C%20Literature%20and%20Culture&btnG=
Journal of Late Antiquity;1939-6716;http://www.press.jhu.edu/journals/journal_of_late_antiquity/;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;-;-;0,177;Q1;9.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Late%20Antiquity&btnG=
Journal of Latin American Cultural Studies;1356-9325;https://www.tandfonline.com/toc/cjla20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,3;Q3;0,252;Q1;20.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Latin%20American%20Cultural%20Studies&btnG=
Journal of Law, Religion and State;2212-6465;https://www.aup-online.com/content/journals/22126465;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,145;Q2;11.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Law%2C%20Religion%20and%20State&btnG=
Journal of Legal History;1744-0564;https://www.tandfonline.com/toc/flgh20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,4;Q2;0,141;Q2;19.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Legal%20History&btnG=
Journal of Literary Multilingualism;2667-324X;;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,216;Q1;4.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Literary%20Multilingualism&btnG=
Journal of Literary Semantics;0341-7638;http://www.degruyter.de/rs/6468%5F405%5FDEU%5Fh.htm;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,219;Q1;19.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Literary%20Semantics&btnG=
Journal of Logic and Computation;0955-792X;http://logcom.oxfordjournals.org/;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciência da Computação, Matemática;Scopus;-;-;0,455;Q1;59.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Logic%20and%20Computation&btnG=
Journal of Logic, Language and Information;0925-8531;http://www.springer.com/philosophy/logic/journal/10849;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciência da Computação, Ciências Sociais;Scopus;-;-;0,482;Q1;39.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Logic%2C%20Language%20and%20Information&btnG=
Journal of Magazine Media;2576-7887;https://aejmcmagazine.arizona.edu/journal-archives.html;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,121;Q3;5.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Magazine%20Media&btnG=
Journal of Management Development;0262-1711;http://info.emeraldinsight.com/products/journals/journals.htm?id=jmd;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Gestão e Contabilidade, Negócios;Scopus;3,1;Q2;0,737;Q1;85.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Management%20Development&btnG=
Journal of Management, Spirituality and Religion;1942-258X;http://www.informaworld.com/smpp/title~db=al~content=t792992301;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Gestão e Contabilidade, Negócios;Scopus;1,5;-;0,395;Q1;43.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Management%2C%20Spirituality%20and%20Religion&btnG=
Journal of Maritime Research;1697-9133;http://www.jmr.unican.es;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais, Engenharia;Scopus;-;-;0,174;Q2;12.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Maritime%20Research&btnG=
Journal of Marriage and Family;1741-3737;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1741-3737;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;3,4;Q1;1,821;Q1;199.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Marriage%20and%20Family&btnG=
Journal of Material Culture;1359-1835;http://mcu.sagepub.com/;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,9;Q2;0,496;Q1;64.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Material%20Culture&btnG=
Journal of Mathematics and Music;1745-9737;https://www.tandfonline.com/toc/tmam20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Matemática;Scopus;-;-;0,207;Q2;19.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Mathematics%20and%20Music&btnG=
Journal of Mathematics and the Arts;1751-3480;https://www.tandfonline.com/toc/tmaa20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciência da Computação, Matemática;Scopus;0,2;Q4;0,161;Q2;15.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Mathematics%20and%20the%20Arts&btnG=
Journal of Media Ethics: Exploring Questions of Media Morality;2373-700X;https://www.tandfonline.com/toc/hmme21/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;1,1;Q3;0,476;Q1;27.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Media%20Ethics%3A%20Exploring%20Questions%20of%20Media%20Morality&btnG=
Journal of Media and Religion;1534-8423;https://www.tandfonline.com/toc/hjmr20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,9;-;0,368;Q1;17.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Media%20and%20Religion&btnG=
Journal of Medieval History;0304-4181;http://www.journals.elsevier.com/journal-of-medieval-history/;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,2;-;0,315;Q1;30.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Medieval%20History&btnG=
Journal of Medieval Iberian Studies;1754-6559;https://www.tandfonline.com/toc/ribs20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,4;-;0,209;Q1;15.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Medieval%20Iberian%20Studies&btnG=
Journal of Medieval Monastic Studies;2034-3515;http://www.brepols.net/Pages/BrowseBySeries.aspx;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;-;-;0,112;Q3;3.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Medieval%20Monastic%20Studies&btnG=
Journal of Medieval and Early Modern Studies;1527-8263;;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,1;-;0,219;Q2;30.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Medieval%20and%20Early%20Modern%20Studies&btnG=
Journal of Mekong Societies;2697-6056;;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,24;Q1;7.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Mekong%20Societies&btnG=
Journal of Middle East Women's Studies;1552-5864;http://www.jstor.org/journals/15525864.html;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,5;Q3;0,174;Q2;18.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Middle%20East%20Women%27s%20Studies&btnG=
Journal of Migration History;2351-9924;https://brill.com/view/journals/jmh/jmh-overview.xml;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,2;Q2;0,119;Q3;9.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Migration%20History&btnG=
Journal of Military Ethics;1502-7570;https://www.tandfonline.com/toc/smil20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,353;Q1;28.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Military%20Ethics&btnG=
Journal of Modern Chinese History;1753-5662;https://www.tandfonline.com/toc/rmoh20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;-;-;0,104;Q4;8.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Modern%20Chinese%20History&btnG=
Journal of Modern Craft;1749-6780;https://www.tandfonline.com/toc/rfmc20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,2;-;0,114;Q3;10.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Modern%20Craft&btnG=
Journal of Modern Greek Studies;1086-3265;http://www.press.jhu.edu/journals/journal_of_modern_greek_studies/;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,5;-;0,19;Q2;19.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Modern%20Greek%20Studies&btnG=
Journal of Modern History;1537-5358;http://www.journals.uchicago.edu/jmh;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,9;Q1;0,211;Q1;41.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Modern%20History&btnG=
Journal of Modern Italian Studies;1469-9583;https://www.tandfonline.com/toc/rmis20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,396;Q1;32.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Modern%20Italian%20Studies&btnG=
Journal of Modern Jewish Studies;1472-5886;https://www.tandfonline.com/toc/cmjs20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,3;-;0,166;Q2;13.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Modern%20Jewish%20Studies&btnG=
Journal of Modern Russian History and Historiography;2210-2388;http://www.brill.nl/default.aspx?partid=212&pid=35103;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,2;Q2;0,102;Q4;5.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Modern%20Russian%20History%20and%20Historiography&btnG=
Journal of Modern Turkish History;2147-1592;http://www.ait.hacettepe.edu.tr/akademik/dergi.shtml;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,1;Q3;0,139;Q2;3.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Modern%20Turkish%20History&btnG=
Journal of Moral Education;1465-3877;https://www.tandfonline.com/toc/cjme20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;1,8;Q2;0,782;Q1;58.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Moral%20Education&btnG=
Journal of Moral Philosophy;1740-4681;http://www.brill.com/jmp;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,9;Q3;0,665;Q1;32.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Moral%20Philosophy&btnG=
Journal of Moravian History;1933-6632;http://muse.jhu.edu/journals/moh;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,1;-;0,102;Q4;6.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Moravian%20History&btnG=
Journal of Museum Education;1059-8650;https://www.tandfonline.com/toc/rjme20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,6;Q3;0,412;Q1;19.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Museum%20Education&btnG=
Journal of Music Research;2079-8857;;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;-;-;0,102;Q4;2.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Music%20Research&btnG=
Journal of Music Teacher Education;1945-0079;http://jmt.sagepub.com/;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,9;Q3;0,548;Q1;29.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Music%20Teacher%20Education&btnG=
Journal of Music Theory;1941-7497;http://jmt.dukejournals.org/;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,3;-;0,241;Q1;18.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Music%20Theory&btnG=
Journal of Music, Technology and Education;1752-7074;https://www.intellectbooks.co.uk/journals/view-Journal,id=152;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciência da Computação, Ciências Sociais;Scopus;-;-;0,238;Q1;22.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Music%2C%20Technology%20and%20Education&btnG=
Journal of Musicological Research;0141-1896;https://www.tandfonline.com/toc/gmur20/current;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,4;-;0,134;Q3;17.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Musicological%20Research&btnG=
Journal of Musicology;1533-8347;http://www.ucpressjournals.com/journal.asp?j=jm;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,2;-;0,144;Q2;22.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Musicology&btnG=
Journal of Muslims in Europe;2211-792X;http://booksandjournals.brillonline.com/content/22117954;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,284;Q1;16.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Muslims%20in%20Europe&btnG=
Journal of Near Eastern Studies;0022-2968;http://www.journals.uchicago.edu/jnes;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,5;-;0,436;Q1;29.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Near%20Eastern%20Studies&btnG=
Journal of New Music Research;1744-5027;http://www.tandfonline.com/nnmr;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades;Scopus;0,9;Q4;0,235;Q1;47.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20New%20Music%20Research&btnG=
Journal of New Zealand Studies;1176-306X;;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,122;Q3;4.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20New%20Zealand%20Studies&btnG=
Journal of New Zealand and Pacific Studies;2050-4039;http://www.intellectbooks.co.uk/journals/view-Journal,id=224/;;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,101;Q4;4.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20New%20Zealand%20and%20Pacific%20Studies&btnG=
