Título da Revista;ISSN;Homepage;Aims and Scope;Aims and Scope (translate);Grande Area;Area do Conhecimento;Subárea do Conhecimento;Indexador;JIF;Quartil JCR;SJR;SJR Best Quartile;H index;Índice h5
Journal of Acute Medicine;2211-5587;http://www.sciencedirect.com/science/journal/22115587;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,208;Q3;20.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Acute%20Medicine&btnG=
Journal of Addiction Medicine;1932-0620;http://journals.lww.com/journaladdictionmedicine/pages/default.aspx;Explore Journal of Addiction Medicine, featuring peer‑reviewed articles, clinical studies, and the latest medical research.;Explore Journal of Addiction Medicine, featuring peer‑reviewed articles, clinical studies, and the latest medical research.;Ciências da Saúde;Medicina;Medicina;Scopus;3,2;Q1;1,317;Q1;67.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Addiction%20Medicine&btnG=
Journal of Addictions Nursing;1548-7148;http://journals.lww.com/jan/;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,31;Q3;29.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Addictions%20Nursing&btnG=
Journal of Addictive Diseases;1055-0887;https://www.tandfonline.com/toc/wjad20/current;;;Ciências da Saúde;Medicina;Medicina, Psicologia;Scopus;1,1;Q4;0,514;Q2;72.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Addictive%20Diseases&btnG=
Journal of Adolescence;1095-9254;https://onlinelibrary.wiley.com/journal/10959254;;;Ciências da Saúde;Medicina;Medicina, Psicologia;Scopus;3,2;Q2;1,294;Q1;153.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Adolescence&btnG=
Journal of Adolescent Health;1054-139X;http://www.journals.elsevier.com/journal-of-adolescent-health/;;;Ciências da Saúde;Medicina;Medicina;Scopus;4,5;Q1;1,527;Q1;214.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Adolescent%20Health&btnG=
Journal of Adolescent and Young Adult Oncology;2156-5333;https://home.liebertpub.com/publications/journal-of-adolescent-and-young-adult-oncology/387/;;;Ciências da Saúde;Medicina;Medicina;Scopus;1,2;Q4;0,629;Q2;39.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Adolescent%20and%20Young%20Adult%20Oncology&btnG=
Journal of Advanced Nursing;0309-2402;http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291365-2648;;;Ciências da Saúde;Enfermagem;Enfermagem;Scopus;3,4;Q1;1,314;Q1;193.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Advanced%20Nursing&btnG=
Journal of Advances in Medical and Biomedical Research;2676-6264;http://zums.ac.ir/journal;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,142;Q4;15.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Advances%20in%20Medical%20and%20Biomedical%20Research&btnG=
Journal of Affective Disorders;0165-0327;http://www.journals.elsevier.com/journal-of-affective-disorders/;;;Ciências da Saúde;Medicina;Medicina, Psicologia;Scopus;4,9;Q1;1,996;Q1;260.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Affective%20Disorders&btnG=
Journal of Aggression, Maltreatment and Trauma;1092-6771;https://www.tandfonline.com/toc/wamt20/current;;;Ciências da Saúde;Medicina;Ciências Sociais, Medicina, Profissões da Saúde, Psicologia;Scopus;1,4;Q2;0,723;Q1;67.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Aggression%2C%20Maltreatment%20and%20Trauma&btnG=
Journal of Aging Studies;0890-4065;https://www.journals.elsevier.com/journal-of-aging-studies;;;Ciências da Saúde;Medicina;Ciências Sociais, Enfermagem, Medicina;Scopus;1,9;Q3;0,756;Q1;92.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Aging%20Studies&btnG=
Journal of Aging and Environment;2689-2618;https://www.tandfonline.com/toc/wjhe21/current;;;Ciências da Saúde;Enfermagem;Ciência Ambiental, Ciências Sociais, Enfermagem;Scopus;1;Q4;0,467;Q2;38.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Aging%20and%20Environment&btnG=
Journal of Aging and Health;1552-6887;http://jah.sagepub.com/;;;Ciências da Saúde;Medicina;Ciências Sociais, Enfermagem, Medicina;Scopus;2,2;Q2;1,146;Q1;98.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Aging%20and%20Health&btnG=
Journal of Aging and Social Policy;1545-0821;https://www.tandfonline.com/toc/wasp20/current;;;Ciências da Saúde;Enfermagem;Ciências Sociais, Enfermagem;Scopus;2,1;Q2;0,695;Q1;51.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Aging%20and%20Social%20Policy&btnG=
Journal of Agricultural Safety and Health;1074-7583;http://asae.frymulti.com/toc.asp;;;Ciências da Saúde;Medicina;Ciências Agrárias e Biológicas, Engenharia, Medicina;Scopus;0,9;Q4;0,351;Q2;38.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Agricultural%20Safety%20and%20Health&btnG=
Journal of Agromedicine;1059-924X;https://www.tandfonline.com/toc/wagr20/current;;;Ciências da Saúde;Medicina;Medicina;Scopus;1,7;Q3;0,621;Q2;46.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Agromedicine&btnG=
Journal of Allergy and Clinical Immunology: In Practice;2213-2198;https://www.journals.elsevier.com/the-journal-of-allergy-and-clinical-immunology-in-practice;;;Ciências da Saúde;Medicina;Medicina;Scopus;6,6;Q1;1,773;Q1;117.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Allergy%20and%20Clinical%20Immunology%3A%20In%20Practice&btnG=
Journal of Allied Health;1945-404X;http://www.jstor.org/journal/jalliheal;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,266;Q3;46.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Allied%20Health&btnG=
Journal of Alzheimer's Disease;1387-2877;http://www.j-alz.com/;;;Ciências da Saúde;Medicina;Medicina, Neurociência, Psicologia;Scopus;3,1;Q2;1,093;Q1;198.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Alzheimer%27s%20Disease&btnG=
Journal of Ambulatory Care Management;1550-3267;https://journals.lww.com/ambulatorycaremanagement/pages/default.aspx;;;Ciências da Saúde;Medicina;Medicina;Scopus;1,2;Q4;0,513;Q3;47.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Ambulatory%20Care%20Management&btnG=
Journal of American College Health;0744-8481;https://www.tandfonline.com/toc/vach20/current;;;Ciências da Saúde;Medicina;Medicina;Scopus;1,5;Q2;0,985;Q1;121.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20American%20College%20Health&btnG=
Journal of Anesthesia and Translational Medicine;2957-3912;;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,384;Q2;3.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Anesthesia%20and%20Translational%20Medicine&btnG=
Journal of Animal Breeding and Genetics;0931-2668;https://onlinelibrary.wiley.com/journal/14390388;;;Ciências da Saúde;Medicina;Ciências Agrárias e Biológicas, Medicina, Veterinária;Scopus;1,9;Q2;0,573;Q1;65.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Animal%20Breeding%20and%20Genetics&btnG=
Journal of Animal Ethics;2160-1267;http://www.jstor.org/r/illinois/jane;;;Ciências da Saúde;Enfermagem;Ciências Agrárias e Biológicas, Enfermagem;Scopus;-;-;0,167;Q4;5.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Animal%20Ethics&btnG=
Journal of Anthropological Sciences;1827-4765;http://www.isita-org.com/jass/index.htm;;;Ciências da Saúde;Medicina;Ciências Sociais, Medicina;Scopus;2,3;Q1;0,759;Q1;38.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Anthropological%20Sciences&btnG=
Journal of Anxiety Disorders;0887-6185;https://www.journals.elsevier.com/journal-of-anxiety-disorders;;;Ciências da Saúde;Medicina;Medicina, Psicologia;Scopus;4,5;Q1;1,818;Q1;157.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Anxiety%20Disorders&btnG=
Journal of Applied Cosmetology;0392-8543;;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,184;Q4;15.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Applied%20Cosmetology&btnG=
Journal of Applied Gerontology;1552-4523;http://journals.sagepub.com/home/jag;;;Ciências da Saúde;Medicina;Enfermagem, Medicina;Scopus;2;Q2;0,939;Q1;73.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Applied%20Gerontology&btnG=
Journal of Applied Rehabilitation Counseling;0047-2220;https://connect.springerpub.com/content/sgrjarc;;;Ciências da Saúde;Medicina;Matemática, Medicina, Profissões da Saúde, Psicologia;Scopus;-;-;0,225;Q3;7.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Applied%20Rehabilitation%20Counseling&btnG=
Journal of Applied School Psychology;1537-7903;https://www.tandfonline.com/toc/wapp20/current;;;Ciências da Saúde;Medicina;Ciências Sociais, Medicina, Psicologia;Scopus;1,5;Q3;0,463;Q2;40.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Applied%20School%20Psychology&btnG=
Journal of Arthroplasty;0883-5403;https://www.journals.elsevier.com/journal-of-arthroplasty;;;Ciências da Saúde;Medicina;Medicina;Scopus;3,8;Q1;1,878;Q1;181.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Arthroplasty&btnG=
Journal of Arthroscopy and Joint Surgery;2214-9635;https://www.journals.elsevier.com/journal-of-arthroscopy-and-joint-surgery;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,14;Q4;11.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Arthroscopy%20and%20Joint%20Surgery&btnG=
Journal of Asian Midwives;2409-2290;;;;Ciências da Saúde;Enfermagem;Enfermagem;Scopus;-;-;0,131;Q4;4.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Asian%20Midwives&btnG=
Journal of Asthma;1532-4303;http://informahealthcare.com/loi/jas;;;Ciências da Saúde;Medicina;Medicina;Scopus;1,3;Q3;0,539;Q2;83.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Asthma&btnG=
Journal of Athletic Training;1062-6050;http://bibpurl.oclc.org/web/6731;;;Ciências da Saúde;Medicina;Medicina, Profissões da Saúde;Scopus;2,8;Q1;1,166;Q1;146.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Athletic%20Training&btnG=
Journal of Avian Medicine and Surgery;1082-6742;;;;Ciências da Saúde;Medicina;Medicina, Veterinária;Scopus;0,5;Q4;0,312;Q2;41.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Avian%20Medicine%20and%20Surgery&btnG=
Journal of Back and Musculoskeletal Rehabilitation;1878-6324;http://iospress.metapress.com/openurl.asp?genre=issue&issn=1053-8127;;;Ciências da Saúde;Medicina;Medicina, Profissões da Saúde;Scopus;1,4;Q3;0,446;Q2;50.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Back%20and%20Musculoskeletal%20Rehabilitation&btnG=
Journal of Behavior Therapy and Experimental Psychiatry;1873-7943;https://www.journals.elsevier.com/journal-of-behavior-therapy-and-experimental-psychiatry;;;Ciências da Saúde;Medicina;Artes e Humanidades, Medicina, Psicologia;Scopus;2,2;Q2;1,018;Q1;99.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Behavior%20Therapy%20and%20Experimental%20Psychiatry&btnG=
Journal of Behavioral and Cognitive Therapy;2589-9791;https://www.journals.elsevier.com/journal-of-behavioral-and-cognitive-therapy;;;Ciências da Saúde;Medicina;Medicina, Psicologia;Scopus;-;-;0,693;Q2;17.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Behavioral%20and%20Cognitive%20Therapy&btnG=
Journal of Beijing University of Traditional Chinese Medicine;1006-2157;;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,134;Q4;6.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Beijing%20University%20of%20Traditional%20Chinese%20Medicine&btnG=
Journal of Binocular Vision and Ocular Motility;2576-117X;https://www.tandfonline.com/toc/uaoj21/current;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,364;Q3;16.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Binocular%20Vision%20and%20Ocular%20Motility&btnG=
Journal of Biomechanical Engineering;1528-8951;http://www.asme.org;;;Ciências da Saúde;Medicina;Engenharia, Medicina;Scopus;1,7;Q3;0,423;Q3;145.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Biomechanical%20Engineering&btnG=
Journal of Biomedical Informatics;1532-0480;http://www.journals.elsevier.com/journal-of-biomedical-informatics/;;;Ciências da Saúde;Medicina;Ciência da Computação, Medicina;Scopus;4,5;Q2;1,32;Q1;145.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Biomedical%20Informatics&btnG=
Journal of Biosocial Science;0021-9320;https://www.cambridge.org/core/journals/journal-of-biosocial-science;;;Ciências da Saúde;Medicina;Ciências Sociais, Medicina;Scopus;1,2;Q3;0,47;Q2;67.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Biosocial%20Science&btnG=
Journal of Bodywork and Movement Therapies;1532-9283;https://www.journals.elsevier.com/journal-of-bodywork-and-movement-therapies;;;Ciências da Saúde;Medicina;Medicina, Profissões da Saúde;Scopus;1,4;Q3;0,409;Q2;73.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Bodywork%20and%20Movement%20Therapies&btnG=
Journal of Bone and Joint Surgery;1535-1386;https://journals.lww.com/jbjsjournal/pages/default.aspx;;;Ciências da Saúde;Medicina;Medicina, Profissões da Saúde;Scopus;4,3;Q1;1,422;Q1;324.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Bone%20and%20Joint%20Surgery&btnG=
Journal of Bone and Mineral Research;1523-4681;https://academic.oup.com/jbmr;;;Ciências da Saúde;Medicina;Medicina;Scopus;5,9;Q1;2,423;Q1;284.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Bone%20and%20Mineral%20Research&btnG=
Journal of Breast Imaging;2631-6110;https://academic.oup.com/jbi;;;Ciências da Saúde;Medicina;Medicina, Profissões da Saúde;Scopus;2;Q3;0,646;Q2;20.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Breast%20Imaging&btnG=
Journal of Breath Research;1752-7155;https://iopscience.iop.org/journal/1752-7163;;;Ciências da Saúde;Medicina;Medicina;Scopus;3,4;Q2;0,523;Q3;76.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Breath%20Research&btnG=
Journal of Bronchology and Interventional Pulmonology;1944-6586;http://www.bronchology.com;;;Ciências da Saúde;Medicina;Medicina;Scopus;3,2;Q2;0,499;Q3;47.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Bronchology%20and%20Interventional%20Pulmonology&btnG=
Journal of Burn Care and Research;1559-0488;https://academic.oup.com/jbcr;;;Ciências da Saúde;Medicina;Medicina;Scopus;1,8;Q2;0,486;Q2;100.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Burn%20Care%20and%20Research&btnG=
Journal of Cancer Policy;2213-5383;https://www.journals.elsevier.com/journal-of-cancer-policy;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,772;Q2;26.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cancer%20Policy&btnG=
Journal of Cancer Research and Therapeutics;1998-4138;http://www.cancerjournal.net/;;;Ciências da Saúde;Medicina;Medicina;Scopus;1,3;Q4;0,425;Q3;58.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cancer%20Research%20and%20Therapeutics&btnG=
Journal of Cardiac Critical Care;2456-9224;https://www.thieme.com/books-main/internal-medicine/product/4174-journal-of-cardiac-critical-care;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,257;Q3;6.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cardiac%20Critical%20Care&btnG=
Journal of Cardiac Failure;1071-9164;https://www.journals.elsevier.com/journal-of-cardiac-failure;;;Ciências da Saúde;Medicina;Medicina;Scopus;8,2;Q1;1,897;Q1;132.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cardiac%20Failure&btnG=
Journal of Cardiac Surgery;0886-0440;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-8191;;;Ciências da Saúde;Medicina;Medicina;Scopus;1,3;Q3;0,413;Q2;71.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cardiac%20Surgery&btnG=
Journal of Cardiology;1876-4738;https://www.journals.elsevier.com/journal-of-cardiology;;;Ciências da Saúde;Medicina;Medicina;Scopus;2,6;Q2;1,084;Q1;70.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cardiology&btnG=
Journal of Cardiology Cases;1878-5409;https://www.journals.elsevier.com/journal-of-cardiology-cases;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,205;Q4;15.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cardiology%20Cases&btnG=
Journal of Cardiopulmonary Rehabilitation and Prevention;1932-751X;https://journals.lww.com/jcrjournal/pages/default.aspx;;;Ciências da Saúde;Medicina;Medicina;Scopus;3,1;Q2;0,81;Q1;83.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cardiopulmonary%20Rehabilitation%20and%20Prevention&btnG=
Journal of Cardiothoracic and Vascular Anesthesia;1053-0770;https://www.journals.elsevier.com/journal-of-cardiothoracic-and-vascular-anesthesia;;;Ciências da Saúde;Medicina;Medicina;Scopus;2,1;Q2;0,587;Q2;103.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cardiothoracic%20and%20Vascular%20Anesthesia&btnG=
Journal of Cardiovascular Aging;2768-5993;;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;1,335;Q1;13.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cardiovascular%20Aging&btnG=
Journal of Cardiovascular Computed Tomography;1876-861X;https://www.journals.elsevier.com/journal-of-cardiovascular-computed-tomography;;;Ciências da Saúde;Medicina;Medicina;Scopus;5,8;Q1;1,708;Q1;75.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cardiovascular%20Computed%20Tomography&btnG=
Journal of Cardiovascular Echography;2347-193X;http://www.jcecho.org;;;Ciências da Saúde;Medicina;Medicina;Scopus;1;Q4;0,266;Q3;20.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cardiovascular%20Echography&btnG=
Journal of Cardiovascular Electrophysiology;1540-8167;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-8167;;;Ciências da Saúde;Medicina;Medicina;Scopus;2,6;Q2;0,953;Q1;157.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cardiovascular%20Electrophysiology&btnG=
Journal of Cardiovascular Medicine;1558-2027;https://journals.lww.com/jcardiovascularmedicine/pages/default.aspx;;;Ciências da Saúde;Medicina;Medicina;Scopus;2;Q3;0,571;Q2;62.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cardiovascular%20Medicine&btnG=
Journal of Cardiovascular Nursing;0889-4655;http://journals.lww.com/mcnjournal/pages/default.aspx;Explore MCN: The American Journal of Maternal/Child Nursing, featuring peer‑reviewed articles, clinical studies, and the latest medical research.;Explore MCN: The American Journal of Maternal/Child Nursing, featuring peer‑reviewed articles, clinical studies, and the latest medical research.;Ciências da Saúde;Medicina;Enfermagem, Medicina;Scopus;2,6;Q1;0,639;Q1;76.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cardiovascular%20Nursing&btnG=
Journal of Cardiovascular Surgery;1827-191X;https://www.minervamedica.it/en/journals/cardiovascular-surgery/archive.php;;;Ciências da Saúde;Medicina;Medicina;Scopus;1,5;Q3;0,483;Q2;61.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cardiovascular%20Surgery&btnG=
Journal of Cataract and Refractive Surgery;1873-4502;http://www.jcrsjournal.org;Explore Journal of Cataract & Refractive Surgery, featuring peer‑reviewed articles, clinical studies, and the latest medical research.;Explore Journal of Cataract & Refractive Surgery, featuring peer‑reviewed articles, clinical studies, and the latest medical research.;Ciências da Saúde;Medicina;Medicina, Neurociência;Scopus;3,2;Q1;1,415;Q1;176.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cataract%20and%20Refractive%20Surgery&btnG=
Journal of Cellular and Molecular Anesthesia;2476-5120;http://journals.sbmu.ac.ir/jcma;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,176;Q4;13.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cellular%20and%20Molecular%20Anesthesia&btnG=
Journal of Central South University (Medical Sciences);1672-7347;;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,328;Q3;23.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Central%20South%20University%20%28Medical%20Sciences%29&btnG=
Journal of Cerebral Blood Flow and Metabolism;0271-678X;http://jcb.sagepub.com/;;;Ciências da Saúde;Medicina;Medicina, Neurociência;Scopus;4,5;Q1;2,029;Q1;229.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cerebral%20Blood%20Flow%20and%20Metabolism&btnG=
Journal of Cerebrovascular and Endovascular Neurosurgery;2287-3139;http://jkcvs.kscvs.org;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,352;Q3;11.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Cerebrovascular%20and%20Endovascular%20Neurosurgery&btnG=
Journal of Child Health Care;1741-2889;http://www.sagepub.com/journals/Journal201572/title;;;Ciências da Saúde;Medicina;Enfermagem, Medicina;Scopus;1,6;Q2;0,824;Q1;54.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Child%20Health%20Care&btnG=
Journal of Child Neurology;1708-8283;http://www.sagepub.com/journals/Journal201859/title;;;Ciências da Saúde;Medicina;Medicina;Scopus;1,6;Q2;0,557;Q2;128.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Child%20Neurology&btnG=
Journal of Child Psychology and Psychiatry and Allied Disciplines;0021-9630;http://www.blackwellpublishing.com/journal.asp?ref=0021-9630;;;Ciências da Saúde;Medicina;Medicina, Psicologia;Scopus;7;Q1;3,115;Q1;265.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Child%20Psychology%20and%20Psychiatry%20and%20Allied%20Disciplines&btnG=
Journal of Child Psychotherapy;1469-9370;https://www.tandfonline.com/toc/rjcp20/current;;;Ciências da Saúde;Medicina;Medicina, Psicologia;Scopus;-;-;0,365;Q3;29.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Child%20Psychotherapy&btnG=
Journal of Child Science;2474-5871;https://www.thieme-connect.com/products/ejournals/journal/10.1055/s-00033103;;;Ciências da Saúde;Medicina;Medicina;Scopus;0,4;Q4;0,232;Q3;12.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Child%20Science&btnG=
Journal of Child Sexual Abuse: Research, Treatment, and Program Innovations for Victims, Suvivors, and Offenders;1053-8712;http://www.informaworld.com/smpp/title~db=all~content=t792303988~tab=summary;;;Ciências da Saúde;Medicina;Ciências Sociais, Medicina, Psicologia;Scopus;-;-;0,53;Q1;61.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Child%20Sexual%20Abuse%3A%20Research%2C%20Treatment%2C%20and%20Program%20Innovations%20for%20Victims%2C%20Suvivors%2C%20and%20Offenders&btnG=
Journal of Child and Adolescent Mental Health;1728-0591;https://www.tandfonline.com/toc/rcmh20/current;;;Ciências da Saúde;Medicina;Medicina, Psicologia;Scopus;1;Q4;0,472;Q2;27.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Child%20and%20Adolescent%20Mental%20Health&btnG=
Journal of Child and Adolescent Psychiatric Nursing;1073-6077;https://onlinelibrary.wiley.com/journal/17446171;;;Ciências da Saúde;Medicina;Enfermagem, Medicina;Scopus;1,5;Q3;0,537;Q2;47.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Child%20and%20Adolescent%20Psychiatric%20Nursing&btnG=
Journal of Child and Adolescent Psychopharmacology;1044-5463;http://www.liebertpub.com/cap;;;Ciências da Saúde;Medicina;Medicina;Scopus;2,2;Q2;0,618;Q2;100.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Child%20and%20Adolescent%20Psychopharmacology&btnG=
Journal of Child and Adolescent Substance Use;2997-3376;;;;Ciências da Saúde;Medicina;Ciências Sociais, Medicina, Psicologia;Scopus;-;-;0,133;Q4;39.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Child%20and%20Adolescent%20Substance%20Use&btnG=
Journal of Chinese Physician;1008-1372;;;;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,112;Q4;3.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Chinese%20Physician&btnG=
Journal of Chiropractic Humanities;1556-3499;https://www.journals.elsevier.com/journal-of-chiropractic-humanities;;;Ciências da Saúde;Medicina;Medicina, Profissões da Saúde;Scopus;-;-;0,223;Q3;16.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Journal%20of%20Chiropractic%20Humanities&btnG=
